1844751256550742259, 537682
4488008580485765270, 768871
4456185464919463571, 875361
1868434542890026925, 131196
4303419697916435966, 355472
384684015299238698, 544206
3309331534669394501, 962783
4411898400292980929, 178216
4515984893210989367, 256600
3800353165207658599, 297430
4222047098498476456, 306500
2509375722186354224, 188643
1794206522629210552, 173845
1958903700909738141, 183261
2462734106998622096, 243356
3912277257242133157, 329672
2075846398927425330, 318820
3227937790679158257, 367117
1250912120313184293, 450426
1959265919911255637, 612892
4258361448945167384, 622041
1344826766404318323, 683219
537368380821143692, 404080
1119835183365753301, 283992
1480787285788933343, 295589
2747418920911916800, 431182
898529530123947325, 431161
3366991891025117615, 477222
649886166109197399, 484591
84612680584311183, 459202
3262445125737038553, 458950
2409937252888962986, 439588
583636202343266415, 443982
889757597075205441, 479911
936665720049970808, 480632
433722398518034747, 479070
3790922552248735098, 453905
379005788245705408, 497483
2794064165614712747, 312804
97675921664048880, 253622
805758672740665470, 234317
235110185254514077, 297993
3759081392727018577, 383627
3413770316617089869, 561078
4065497794692325651, 576731
3740825091503934828, 583723
4234773141412378868, 586620
4042461913847696353, 593376
1441166956176398253, 624891
1479577209424831036, 626973
1598411215658585325, 731189
2308616438935277862, 756858
715468669761528138, 750154
572515074441154733, 759728
109749083717204430, 760922
4194335755696098664, 818122
1375160901308579351, 819066
443069976221277432, 928286
858703915253472474, 861628
1154264804196075192, 947456
1394750106467141929, 871007
4184262812807792700, 842893
2408194808401185863, 812459
196464984309342018, 810508
3273200984274671820, 721215
356255876947876401, 665627
3543564957463155658, 661573
161849706087814581, 533100
2364489749882334275, 427681
3090692127703268909, 284604
735602835574601097, 259596
2247299052253100304, 235402
3543338110572649244, 221006
3054464027318978367, 164147
4163974026822939686, 75187
4041850210423051934, 855002
3690614207370705169, 747480
154034959881001027, 742513
4520370556551416730, 557647
1032261789018870151, 518160
1015446473604655918, 475241
3588444325053794528, 468269
3750834131112098536, 698591
4394263175475877183, 712477
1098636988626030254, 728502
1330964581746295187, 712419
4479678013959475975, 854107
2930581460062871656, 874215
1457353980896273379, 877165
2267176124669489258, 838724
1651661778114035573, 834477
4225616254893382549, 829185
3529667328257418533, 882368
3803263853690164809, 941433
2309587369030008063, 932629
2281738692831049141, 939472
417316418743835415, 951628
4184022468729148060, 974820
2317858549903017327, 68760
392796232260642162, 110965
2914427166771037239, 121069
1026409951779585136, 142466
2312127570936747682, 130095
1804678391346393722, 144187
1700563643592440404, 175179
3669627590916179953, 201888
2502615127985070653, 706743
47140918604013020, 147522
3095723333938175131, 490055
261562664743963713, 39231
3227529694833420027, 771128
4505751953899995471, 917666
244944734736680786, 76654
2084969051524269811, 398049
2662403536735642978, 3419
3704474532644624552, 384282
3866181338640951114, 975216
2012152539456923822, 864479
2935849985520898267, 931193
1443638889291966988, 916819
2174189285496340508, 915559
402779840212114086, 916822
2685682772041844238, 857812
3724716731285843446, 793436
4265013026629358232, 721735
2664499690650140056, 614018
938606578449858809, 616843
1986790875663057406, 917715
3003758953391189802, 997072
1375845919356237510, 333298
