3740069343671053186, 50222
1392446403421903047, 56483
3975001631532439203, 43237
4585494495537942581, 12887
996368597912575730, 48864
3614444166695515, 119910
2926994505379537931, 183635
2926994505379537931, 263457
4424603078177833521, 277989
1354934719492940127, 303940
1873450760323338540, 337096
4589342848924068028, 382065
1793318726839559334, 448630
4496391644943398197, 533436
1956146204934201088, 603347
3768537275978929354, 666573
2937678374784862521, 714048
1935397859069587549, 772694
413866462754319768, 832653
1424542917454713610, 928200
1711370674579248948, 25353
551476741121768488, 91311
885239297627807511, 183262
3731554936494821566, 287714
2524402013527088805, 388289
452753792174384238, 479261
14041328276992719, 490299
2096129565023638149, 596975
798234518586841089, 713670
4581669751213857850, 725698
19704966870524420, 826364
516902762202789340, 909040
2580714438614635405, 91674
1899714198683034195, 233979
4258238555457884671, 369231
4045031655246532658, 498118
1756378285490154934, 555567
1756378285490154934, 685752
1642254193467702672, 818512
34264382183985508, 850143
968993287554787077, 979524
2382368722389090330, 113878
1682429297864930644, 226764
3043570853456840776, 349829
3650036354813414864, 161279
841971051423250289, 196218
803374251954881970, 235391
1231980008530279677, 296597
1960191982913005254, 367270
1423434544869482537, 414605
1945319054278764344, 511762
3871026462935505089, 579711
2095751925283010742, 647573
2095751925283010742, 724516
2648063686059928692, 779020
138386521836984365, 866488
4256836857216740692, 959627
2160731937937197651, 67565
2361447755654982773, 113606
2229883962775505360, 227436
2229883962775505360, 418800
2440757241115532574, 501004
2440757241115532574, 651078
2334383750943525645, 750659
1055732958515887129, 907005
1968111935130389288, 4465
4259514636335960282, 154392
4040593726947653904, 267134
4040593726947653904, 443582
53668162679602350, 559220
3708376044979754863, 664077
3211894615693322489, 773341
2427172635578716798, 979084
1187067118399038939, 52570
1645973384688175824, 195963
3376371543525260375, 315352
2876947407126298144, 497746
22446358008505232, 670024
1583749525696923783, 759035
1583749525696923783, 875805
817976239331427144, 284593
1301997614726771668, 258472
4062513036340708675, 293979
1111892270261172084, 305504
1111892270261172084, 493589
2787878666320184537, 467262
1467616657590080039, 593528
3564483893121936859, 634698
818356404881704747, 746829
232734056578829763, 857525
2650806318301378942, 902102
395167182205385641, 992889
4396258453904452728, 92815
267203183190600208, 96066
374311183506774337, 249457
3087702285537780012, 355420
3316326782820368980, 456740
1918610034313706848, 524646
2489504368788355910, 608939
1481776400551012121, 783904
4461871363682998984, 877892
872998130080666785, 48491
3003984506506506979, 177511
3003984506506506979, 389235
1658555756240946641, 389524
1553009224668187473, 591548
2009663495810121213, 717243
2480669486548433787, 813827
1375800113909638591, 939699
2594583804003599501, 113624
771466913813341270, 235720
2762039170617761253, 414100
3170864383156809369, 641162
3132491177467285352, 811388
4544184335032607550, 50872
468572285351767527, 218869
3912439461606134680, 359014
4119554280215874183, 492728
3328576833548970293, 617274
4056561504410530325, 888254
1896500904721987598, 152417
3839734664059128677, 412289
519148456852967581, 528793
2610818305500987861, 660847
1993208005816870334, 843579
3712975317297238216, 4496
4173232126532690792, 239561
2477714924059167342, 566478
2477714924059167342, 859746
731446602083666543, 81002
3204857884633925122, 184309
633807471026617256, 322276
3287928823263795808, 337021
3382558419127302955, 335585
410896091297531412, 315247
2893741952208799228, 333446
2134134672028380545, 302459
4529616666340390793, 439510
2604389432333026637, 656288
1882007750019420877, 727262
1786275784948961181, 775091
9814276900200138, 759216
1006236643693583132, 717247
4411497520054167367, 748885
819623417277915380, 644643
3786816082556139451, 488537
2384397955585225938, 441461
3053593918361359263, 474466
4193627124484684058, 432645
204974963607206311, 355500
662597888395982206, 363389
2696199769693528370, 469507
3797499460195145768, 523115
2900608222662025822, 511418
3034114685474651995, 553522
1325349543478575746, 520736
745914613390221857, 531733
637425859385719042, 428495
3455226333288853628, 487054
1327896709283529484, 570538
1948828285774323231, 549813
2963371343805459130, 558566
187926684042586268, 535187
1729214878818269761, 539994
2175692892207167654, 523057
1332647659730510163, 317342
4166753398563364950, 513458
3298235039643398946, 718883
2357924484022847186, 720776
1718745600495143260, 843232
2734155178873373309, 993090
3154582417126462819, 980413
2962629981629575758, 930860
2875441317109294988, 997920
3659407608798714006, 946465
3121622629999621671, 851550
2653439726514596484, 808740
1352497681053438209, 792629
4474838999295594149, 784307
1887918146124796902, 788765
596410437489121020, 760718
4272690283238851566, 823239
2961558941156207983, 751961
3265195337555172799, 725492
3561032630580410510, 746448
4604936494370358065, 759198
2304003237276429320, 683163
4442753959905387263, 687889
588515538276197516, 688021
1477673073782517513, 280918
410366764406884871, 290426
2491692798308635172, 309377
2196517480504242627, 237242
2265801620558704356, 235825
2430847345032109095, 73602
1486331129667422119, 65630
875753523510495201, 835116
2950886168747889415, 838688
3215764153610511762, 841617
917646187804577836, 841831
2011761809663424061, 855601
1416650510390202118, 882122
1211557069285259142, 881301
1384527606285961144, 758796
4568866426518257062, 775378
3894446515248771399, 712615
2722750877825726953, 718876
212553261563299721, 767721
2736534528208243498, 683522
2711760867375061501, 650962
4265896999124482816, 553256
340576016759164477, 525266
869267783488615757, 533027
514748651016770348, 504035
4539710190365683711, 560472
3707356836856053954, 630306
1712463978254511434, 534220
1386119920094676088, 572184
4573088281551607097, 626037
4000945924108587854, 743354
1913577231747501821, 773858
491515921978221546, 758028
2168941255643109728, 771848
2827759575731306033, 801653
